id,wenzitext,errortext,clicktimes,tips1,tips2
232,人间有味是清欢,3,3,苏轼《浣溪沙·细雨斜风作晓寒》,人间真正有滋味的还是清淡的欢愉
233,并刀如水，吴盐胜雪，纤手破新橙,7,3,周邦彦《少年游·并刀如水》,第一句是：并刀如水
234,欲买桂花同载酒，终不似，少年游,7,3,刘过《唐多令·芦叶满汀洲》,第一句是：自在飞花轻似梦
235,三杯渐觉纷华远，一斗都浇块磊平。,8,3,元好问《鹧鸪天·只近浮名不近情》,第一句是：三杯渐觉纷华远
236,小舟从此逝，江海寄余生,5,3,苏轼《临江仙·夜归临皋》,第一句是：小舟从此逝
237,胜日寻芳泗水滨，无边光景一时新,7,3,朱熹《春日》,第一句是：胜日寻芳泗水滨
238,千金纵买相如赋，脉脉此情谁诉,7,3,辛弃疾《摸鱼儿·更能消几番风雨》,第一句是：千金纵买相如赋
239,风月不供诗酒债，江山长管古今愁,7,3,杨万里《宿池州齐山寺即杜牧之九日登高处》,第一句是：风月不供诗酒债
240,紫菊气，飘庭户，晚烟笼细雨,6,3,李煜《谢新恩·冉冉秋光留不住》,庭院中飘溢着紫菊的香味，烟笼细雨
241,劳劳燕子人千里，落落梨花雨一枝,7,3,张炎《鹧鸪天·楼上谁将玉笛吹》,就像天上没事可做的小神仙一样悠闲快活
242,竹杖芒鞋轻胜马，谁怕？,5,3,苏轼《定风波·莫听穿林打叶声》,第一句是：竹杖芒鞋轻胜马
243,往事已成空，还如一梦中,5,3,李煜《子夜歌·人生愁恨何能免》,往事已经成空，就仿佛在梦中一般。
244,明妃留在两眉愁，万古春山颦不尽。,8,3,元好问《玉楼春·惊沙猎猎风成阵》,第一句是：明妃留在两眉愁
245,怒发冲冠，凭栏处、潇潇雨歇,6,3,岳飞《满江红·写怀》,第一句是：怒发冲冠
246,凉叶萧萧散雨声，虚堂淅淅掩霜清。,8,3,元好问《秋怀》,第一句是：凉叶萧萧散雨声
247,天教心愿与身违,3,3,李煜《浣溪沙·转烛飘蓬一梦归》,天意让我的内心所想与实际情况相反
248,无可奈何花落去，似曾相识燕归来,7,3,晏殊《浣溪沙·一曲新词酒一杯》,第一句是：无可奈何花落去
249,一别都门三改火，天涯踏尽红尘,7,3,苏轼《临江仙·送钱穆父》,第一句是：一别都门三改火
250,忍把浮名，换了浅斟低唱！,6,3,柳永《鹤冲天·黄金榜上》,第一句是：忍把浮名
251,少年射虎名豪，等闲赤羽千夫膳。,7,3,元好问《水龙吟·从商帅国器猎于...》,少年射虎的英豪，统领赤羽千军若等闲
252,恰似一江春水向东流,4,3,李煜《虞美人·春花秋月何时了》,哀愁就像那滚滚东流的春江之水没有尽头
253,晚日寒鸦一片愁柳塘新绿却温柔,7,3,辛弃疾《鹧鸪天·代人赋》,只有梅花没有雪花的话，看起来没有精神气质
254,雁来音信无凭，路遥归梦难成,6,3,李煜《清平乐·别来春半》,第一句是：雁来音信无凭
255,绿酒初尝人易醉一枕小窗浓睡,6,3,晏殊《清平乐·金风细细》,袅袅的东风吹拂暖意融融，春色更浓
256,溪柴火软蛮毡暖，我与狸奴不出门,7,3,陆游《十一月四日风雨大作二首》,第一句是：溪柴火软蛮毡暖
257,莫笑农家腊酒浑，丰年留客足鸡豚,7,3,陆游《游山西村》,欢聚离散来去匆匆，这种离愁别恨年年都有
258,纵被春风吹作雪，绝胜南陌碾成尘,7,3,王安石《北陂杏花》,星星稀疏，银河倒转，露重霜寒，月华孤凄
259,花明月暗笼轻雾，今宵好向郎边去,7,3,李煜《菩萨蛮·花明月暗笼轻雾》,第一句是：花明月暗笼轻雾
260,儿童急走追黄蝶，飞入菜花无处寻,7,3,杨万里《宿新市徐公店》,第一句是：儿童急走追黄蝶
261,遥知湖上一樽酒，能忆天涯万里人,7,3,欧阳修《春日西湖寄谢法曹歌》,第一句是：遥知湖上一樽酒
262,塞下秋来风景异，衡阳雁去无留意,7,3,范仲淹《渔家傲·秋思》,第一句是：塞下秋来风景异
263,风住尘香花已尽，日晚倦梳头,6,3,李清照《武陵春·春晚》,不要空空将青春消磨，等年老时徒自悲切
264,望断行云无觅处，梦回明月生南浦,7,3,司马槱《黄金缕·妾本钱塘江上住》,第一句是：望断行云无觅处
265,一壶酒，一竿身，快活如侬有几人,7,3,李煜《渔父·浪花有意千里雪》,第一句是：一壶酒
266,少年侠气，交结五都雄,5,3,贺铸《六州歌头·少年侠气》,第一句是：少年侠气
267,心似已灰之木，身如不系之舟,6,3,苏轼《自题金山画像》,这里秋天桂花飘香，夏季十里荷花
268,中秋谁与共孤光把盏凄然北望,6,3,苏轼《西江月·中秋和子由》,第一句是：中秋谁与共孤光把盏凄然北望
269,别是一般滋味在心头,4,3,李煜《相见欢·无言独上西楼》,在心头上却又是另一般不同的滋味
270,东风吹水日衔山，春来长是闲,6,3,李煜《阮郎归·呈郑王十二弟》,第一句是：东风吹水日衔山
271,草草杯盘共笑语，昏昏灯火话平生,7,3,王安石《示长安君》,我要乘风飞上万里长空，俯视祖国的大好山河
272,出师一表真名世，千载谁堪伯仲间！,8,3,陆游《书愤》,但不要担心，到处都可见茂盛的芳草
273,我居北海君南海，寄雁传书谢不能,7,3,黄庭坚《寄黄几复》,第一句是：我居北海君南海
274,花月正春风,2,3,李煜《望江南·多少恨》,那时正花好月圆，春风醉人。
275,满载一船秋色，平铺十里湖光,6,3,张孝祥《西江月·阻风山峰下》,第一句是：满载一船秋色
276,镜中已觉星星误人不负春春自负,7,3,辛弃疾《玉楼春·风前欲劝春光住》,第一句是：镜中已觉星星误人不负春春自负
277,又是过重阳，台榭登临处，茱萸香坠,8,3,李煜《谢新恩·冉冉秋光留不住》,第一句是：又是过重阳
278,东风袅袅泛崇光，香雾空蒙月转廊,7,3,苏轼《海棠》,第一句是：东风袅袅泛崇光
279,转烛飘蓬一梦归，欲寻陈迹怅人非,7,3,李煜《浣溪沙·转烛飘蓬一梦归》,第一句是：转烛飘蓬一梦归
280,清夜无尘，月色如银,4,3,苏轼《行香子·述怀》,第一句是：清夜无尘
281,江南几度梅花发，人在天涯鬓已斑,7,3,刘著《鹧鸪天·雪照山城玉指寒》,拄竹杖、穿芒鞋，走得比马还快，又何惧怕？
282,年年今夜，月华如练，长是人千里,7,3,范仲淹《御街行·秋日怀旧》,第一句是：年年今夜
283,出门一笑大江横。,4,3,元好问《论诗三十首·其五》,出门大笑一声，便有大江横流的气概
284,相见争如不见，有情何似无情,6,3,司马光《西江月·宝髻松松挽就》,第一句是：相见争如不见
285,一种相思，两处闲愁,4,3,李清照《一剪梅·红藕香残玉簟秋》,第一句是：一种相思
286,此去经年，应是良辰好景虚设,6,3,柳永《雨霖铃·寒蝉凄切》,第一句是：此去经年
287,人生自古谁无死？留取丹心照汗青,7,3,文天祥《过零丁洋》,第一句是：人生自古谁无死？留取丹心照汗青
288,西园何限相思树，辛苦梅花候海棠。,8,3,元好问《鹧鸪天·候馆灯昏雨送凉》,第一句是：西园何限相思树
289,红日已高三丈透，金炉次第添香兽,7,3,李煜《浣溪沙·红日已高三丈透》,第一句是：红日已高三丈透
290,但远山长，云山乱，晓山青,6,3,苏轼《行香子·过七里濑》,燕子归来赶上社祭时，梨花落尽又迎来了清明
291,春花秋月何时了？往事知多少,6,3,李煜《虞美人·春花秋月何时了》,美好时光什么时候结束的，往事还记得多少？
292,春风又绿江南岸，明月何时照我还？,8,3,王安石《泊船瓜洲》,第一句是：春风又绿江南岸
293,知君仙骨无寒暑,3,3,苏轼《木兰花令·次马中玉韵》,第一句是：知君仙骨无寒暑
294,世情薄，人情恶，雨送黄昏花易落,7,3,唐琬《钗头凤·世情薄》,第一句是：世情薄
295,桃李春风一杯酒，江湖夜雨十年灯,7,3,黄庭坚《寄黄几复》,第一句是：我见青山多妩媚
296,若到江南赶上春，千万和春住,6,3,王观《卜算子·送鲍浩然之浙东》,第一句是：若到江南赶上春
297,奇外无奇更出奇，一波才动万波随。,8,3,元好问《论诗三十首·二十二》,第一句是：奇外无奇更出奇
298,宁可食无肉，不可居无竹,5,3,苏轼《於潜僧绿筠轩》,这样吹下去，会让人和绿杨都会变得越消瘦
299,接天莲叶无穷碧，映日荷花别样红,7,3,杨万里《晓出净慈寺送林子方》,第一句是：接天莲叶无穷碧
300,青山遮不住，毕竟东流去,5,3,辛弃疾《菩萨蛮·书江西造口壁》,第一句是：青山遮不住
301,醉里挑灯看剑，梦回吹角连营,6,3,辛弃疾《破阵子·为陈同甫赋壮词以寄之》,第一句是：醉里挑灯看剑
302,却道“天凉好个秋”！,5,3,辛弃疾《丑奴儿·书博山道中壁》,第一句是：却道“天凉好个秋”！
303,晓月坠，宿云微，无语枕频欹,6,3,李煜《喜迁莺·晓月坠》,第一句是：晓月坠
304,谁教岁岁红莲夜，两处沉吟各自知,7,3,姜夔《鹧鸪天·元夕有所梦》,第一句是：谁教岁岁红莲夜
305,天地有正气，杂然赋流形,5,3,文天祥《正气歌》,第一句是：天地有正气
306,十年生死两茫茫，不思量，自难忘,7,3,苏轼《江城子·乙卯正月二十日夜记梦》,第一句是：十年生死两茫茫
307,菊花开，菊花残,3,3,李煜《长相思·一重山》,菊花开了又落了，时令交替轮换。
308,绿杨烟外晓寒轻，红杏枝头春意闹,7,3,宋祁《玉楼春·春景》,第一句是：绿杨烟外晓寒轻
309,常羡人间琢玉郎，天应乞与点酥娘,7,3,苏轼《定风波·南海归赠王定国侍人寓娘》,第一句是：常羡人间琢玉郎
310,千古风流八咏楼，江山留与后人愁,7,3,李清照《题八咏楼》,第一句是：千古风流八咏楼
311,不恨古人吾不见，恨古人不见吾狂耳,8,3,辛弃疾《贺新郎·甚矣吾衰矣》,文章是天然的，技艺高超的人在偶然间所得到
312,未觉池塘春草梦，阶前梧叶已秋声,7,3,朱熹《劝学诗》,第一句是：未觉池塘春草梦
313,有三秋桂子，十里荷花,5,3,柳永《望海潮·东南形胜》,第一句是：有三秋桂子
314,长恨此身非我有，何时忘却营营,7,3,苏轼《临江仙·夜归临皋》,第一句是：长恨此身非我有
315,只有天在上，更无山与齐,5,3,寇准《咏华山》,第一句是：只有天在上
316,舞低杨柳楼心月，歌尽桃花扇底风,7,3,晏几道《鹧鸪天·彩袖殷勤捧玉钟》,第一句是：舞低杨柳楼心月
317,想当年，金戈铁马，气吞万里如虎,7,3,辛弃疾《永遇乐·京口北固亭怀古》,第一句是：想当年
318,有梅无雪不精神，有雪无诗俗了人,7,3,卢钺《雪梅·其二》,第一句是：有梅无雪不精神
319,劝君莫作独醒人，烂醉花间应有数,7,3,晏殊《木兰花·燕鸿过后莺归去》,第一句是：劝君莫作独醒人
320,落花人独立，微雨燕双飞,5,3,翁宏《春残》,人在落花中幽幽独立，2个燕子在细雨中飞
321,年光似鸟翩翩过，世事如棋局局新,7,3,僧志文《西阁》,相思无诉处，又何必写在纸上，费了泪千行
322,把酒送春春不语黄昏却下潇潇雨,7,3,朱淑真《蝶恋花·送春》,火盆里的火燃得正旺，鞭炮声不绝于耳
323,枝上柳绵吹又少天涯何处无芳草,7,3,苏轼《蝶恋花·春景》,第一句是：枝上柳绵吹又少天涯何处无芳草
324,花影压重门，疏帘铺淡月，好黄昏,7,3,李清照《小重山·春到长门春草青》,第一句是：花影压重门
325,落花狼藉酒阑珊，笙歌醉梦间,6,3,李煜《阮郎归·呈郑王十二弟》,第一句是：落花狼藉酒阑珊
326,夜阑卧听风吹雨，铁马冰河入梦来,7,3,陆游《十一月四日风雨大作二首》,第一句是：夜阑卧听风吹雨
327,火冷灯稀霜露下，昏昏雪意云垂野,7,3,苏轼《蝶恋花·密州上元》,第一句是：火冷灯稀霜露下
328,此生此夜不长好，明月明年何处看,7,3,苏轼《阳关曲·中秋月》,第一句是：此生此夜不长好
329,枝间新绿一重重，小蕾深藏数点红。,8,3,元好问《同儿辈赋未开海棠·其二》,第一句是：枝间新绿一重重
330,一片春愁待酒浇,3,3,蒋捷《一剪梅·舟过吴江》,到底是西湖六月的景色，与其它季节不相同
331,十四万人齐解甲，更无一个是男儿！,8,3,花蕊夫人《述国亡诗》,第一句是：十四万人齐解甲
332,思其人，至其乡；其处在，其人亡,7,3,《》,第一句是：思其人
333,世事短如春梦，人情薄似秋云,6,3,朱敦儒《西江月·世事短如春梦》,第一句是：世事短如春梦
334,今宵绝胜无人共，卧看星河尽意明,7,3,陈与义《雨晴》,第一句是：今宵绝胜无人共
335,律回岁晚冰霜少，春到人间草木知,7,3,张栻《立春偶成》,第一句是：律回岁晚冰霜少
336,曹刘坐啸虎生风，四海无人角两雄。,8,3,元好问《论诗三十首·其二》,第一句是：曹刘坐啸虎生风
337,落日熔金，暮云合璧，人在何处,7,3,李清照《永遇乐·落日熔金》,第一句是：落日熔金
338,罗衾不耐五更寒,3,3,李煜《浪淘沙令·帘外雨潺潺》,即使身盖罗织的锦被也受不住五更时的冷寒
339,东风夜放花千树，更吹落、星如雨,7,3,辛弃疾《青玉案·元夕》,第一句是：东风夜放花千树
340,二十余年如一梦，此身虽在堪惊,7,3,陈与义《临江仙·夜登小阁忆洛中旧游》,第一句是：二十余年如一梦
341,为问新愁，何事年年有,5,3,冯延巳《鹊踏枝·谁道闲情抛掷久》,试问这新愁是什么，为什么每一年都会有？
342,稻花香里说丰年，听取蛙声一片,7,3,辛弃疾《西江月·夜行黄沙道中》,第一句是：稻花香里说丰年
343,萧萧梧叶送寒声，江上秋风动客情,7,3,叶绍翁《夜书所见》,活着就要当人中的俊杰，死了也要做鬼中英雄
344,横看成岭侧成峰，远近高低各不同,7,3,苏轼《题西林壁》,第一句是：横看成岭侧成峰
345,山中夜来月，到晓不曾看。,6,3,元好问《倪庄中秋》,第一句是：山中夜来月
346,相思树，流年度，无端又被西风误。,8,3,元好问《摸鱼儿·问莲根有丝多少》,第一句是：相思树
347,还似旧时游上苑，车如流水马如龙,7,3,李煜《望江南·多少恨》,第一句是：还似旧时游上苑
348,一棹春风一叶舟，一纶茧缕一轻钩,7,3,李煜《渔父·一棹春风一叶舟》,第一句是：一棹春风一叶舟
349,风回小院庭芜绿，柳眼春相续,6,3,李煜《虞美人·风回小院庭芜绿》,第一句是：风回小院庭芜绿
350,花满渚，酒满瓯，万顷波中得自由,7,3,李煜《渔父·一棹春风一叶舟》,第一句是：花满渚
351,樱桃落尽春归去，蝶翻金粉双飞,7,3,李煜《临江仙·樱桃落尽春归去》,第一句是：樱桃落尽春归去
352,世事漫随流水，算来一梦浮生,6,3,李煜《乌夜啼·昨夜风兼雨》,第一句是：世事漫随流水
353,风月无情人暗换，旧游如梦空肠断,7,3,欧阳修《蝶恋花·画阁归来春又晚》,第一句是：风月无情人暗换
354,竹深树密虫鸣处，时有微凉不是风,7,3,杨万里《夏夜追凉》,第一句是：竹深树密虫鸣处
355,山远天高烟水寒，相思枫叶丹,6,3,李煜《长相思·一重山》,第一句是：山远天高烟水寒
356,六朝何事，只成门户私计！,6,3,陈亮《念奴娇·登多景楼》,第一句是：六朝何事
357,将你从前与我心，付与他人可,6,3,谢直《卜算子·赠妓》,第一句是：将你从前与我心
358,无情不似多情苦一寸还成千万缕,7,3,晏殊《玉楼春·春恨》,天边几颗星星忽明忽暗，山前下起了小雨
359,死去元知万事空，但悲不见九州同,7,3,陆游《示儿》,第一句是：死去元知万事空
360,三过平山堂下，半生弹指声中,6,3,苏轼《西江月·平山堂》,听新曲喝美酒，还是去年的天气旧日的亭台
361,似花还似非花，也无人惜从教坠,7,3,苏轼《水龙吟·次韵章质夫杨花词》,春草还没有长绿，我的两鬓已成银丝
362,三十六峰长剑在，星斗气，郁峥嵘。,8,3,元好问《江城子·醉来长袖舞鸡鸣》,第一句是：三十六峰长剑在
363,谁道闲情抛弃久,3,3,冯延巳《鹊踏枝·谁道闲情抛掷久》,谁说愁绪被忘记了太久？
364,西窗下，风摇翠竹，疑是故人来,7,3,秦观《满庭芳·碧水惊秋》,细细看来那全不是杨花啊，是那离人的眼泪
365,懊恼东风，绿尽疏阴落尽红。,6,3,王寂《采桑子·十年尘土湖州梦》,第一句是：懊恼东风
366,墙角数枝梅，凌寒独自开,5,3,王安石《梅花》,第一句是：墙角数枝梅
367,绿遍山原白满川，子规声里雨如烟,7,3,翁卷《乡村四月》,杏花稀疏的花影中，吹奏着竹笛直至天明
368,少年听雨歌楼上，红烛昏罗帐,6,3,蒋捷《虞美人·听雨》,第一句是：少年听雨歌楼上
369,昨夜雨疏风骤，浓睡不消残酒,6,3,李清照《如梦令·昨夜雨疏风骤》,燕子又开始忙碌着做窠
370,锦瑟华年谁与度？,4,3,贺铸《青玉案·凌波不过横塘路》,第一句是：锦瑟华年谁与度？
371,花无人戴，酒无人劝，醉也无人管,7,3,黄公绍《青玉案·年年社日停针线》,第一句是：花无人戴
372,笑渐不闻声渐悄多情却被无情恼,7,3,苏轼《蝶恋花·春景》,第一句是：笑渐不闻声渐悄多情却被无情恼
373,朱弦已为佳人绝，青眼聊因美酒横,7,3,黄庭坚《登快阁》,第一句是：朱弦已为佳人绝
374,黄梅时节家家雨，青草池塘处处蛙,7,3,赵师秀《约客》,第一句是：黄梅时节家家雨
375,与谁同坐明月清风我,4,3,苏轼《点绛唇·闲倚胡床》,第一句是：与谁同坐明月清风我
376,盈把足娱陶令意，夕餐谁似三闾洁？,8,3,段克己《满江红·雨后荒园》,第一句是：盈把足娱陶令意
377,花似伊柳似伊花柳青春人别离,6,3,欧阳修《长相思·花似伊》,第一句是：花似伊柳似伊花柳青春人别离
378,才子词人，自是白衣卿相,5,3,柳永《鹤冲天·黄金榜上》,我的心就像磁针，不永远指向南方誓不罢休
379,相思只在，丁香枝上，豆蔻梢头,7,3,王雱《眼儿媚·杨柳丝丝弄轻柔》,水像美人流动的眼波，山如美人蹙起的眉毛
380,疏影横斜水清浅，暗香浮动月黄昏,7,3,林逋《山园小梅二首》,第一句是：夜月一帘幽梦
381,昼出耘田夜绩麻，村庄儿女各当家,7,3,范成大《四时田园杂兴·其三十一》,第一句是：昼出耘田夜绩麻
382,爆竹声中一岁除，春风送暖入屠苏,7,3,王安石《元日》,第一句是：爆竹声中一岁除
383,别巷寂寥人散后，望残烟草低迷,7,3,李煜《临江仙·樱桃落尽春归去》,第一句是：别巷寂寥人散后
384,何须浅碧深红色，自是花中第一流,7,3,李清照《鹧鸪天·桂花》,第一句是：何须浅碧深红色
385,天涯何处无芳草！,4,3,苏轼《蝶恋花·春景》,第一句是：天涯何处无芳草！
386,燕子来时新社，梨花落后清明,6,3,晏殊《破阵子·春景》,第一句是：燕子来时新社
387,欲上高楼去避愁，愁还随我上高楼,7,3,辛弃疾《鹧鸪天·欲上高楼去避愁》,只能在春雨飞花的梦中，跋山涉水，苦苦找寻
388,不茶不饭，不言不语，一味供他憔悴,8,3,蜀妓《鹊桥仙·说盟说誓》,第一句是：不茶不饭
389,梨花淡白柳深青，柳絮飞时花满城,7,3,苏轼《东栏梨花》,第一句是：梨花淡白柳深青
390,平芜尽处是春山，行人更在春山外,7,3,欧阳修《踏莎行·候馆梅残》,第一句是：平芜尽处是春山
391,春宵一刻值千金，花有清香月有阴,7,3,苏轼《春宵》,春天的夜晚，即便是极短的时间也十分珍贵
392,殷勤昨夜三更雨，又得浮生一日凉,7,3,苏轼《鹧鸪天·林断山明竹隐墙》,第一句是：殷勤昨夜三更雨
393,当年万里觅封侯，匹马戍梁州,6,3,陆游《诉衷情·当年万里觅封侯》,第一句是：当年万里觅封侯
394,数人世相逢，百年欢笑，能得几回又,8,3,何梦桂《摸鱼儿·记年时人人何处》,第一句是：数人世相逢
395,今宵剩把银釭照，犹恐相逢是梦中,7,3,晏几道《鹧鸪天·彩袖殷勤捧玉钟》,第一句是：今宵剩把银釭照
396,人道山长山又断，萧萧微雨闻孤馆,7,3,李清照《蝶恋花·晚止昌乐馆寄姊妹》,第一句是：人道山长山又断
397,一水护田将绿绕，两山排闼送青来,7,3,王安石《书湖阴先生壁二首》,第一句是：一水护田将绿绕
398,十年踪迹走红尘，回首青山入梦频,7,3,陈抟《归隐》,第一句是：十年踪迹走红尘
399,海棠不惜胭脂色，独立蒙蒙细雨中,7,3,陈与义《春寒》,第一句是：海棠不惜胭脂色
400,蓦然回首，那人却在，灯火阑珊处,7,3,辛弃疾《青玉案·元夕》,第一句是：人间有味是清欢
401,天涯万一见温柔,3,3,史达祖《临江仙·闺思》,第一句是：天涯万一见温柔
402,日日思君不见君，共饮长江水,6,3,李之仪《卜算子·我住长江头》,端起酒杯向东风，请你再留些时日离去
403,冉冉秋光留不住，满阶红叶暮,6,3,李煜《谢新恩·冉冉秋光留不住》,第一句是：冉冉秋光留不住
404,无事小神仙,2,3,周邦彦《喜迁莺·梅雨霁》,第一句是：无事小神仙
405,一点浩然气，千里快哉风,5,3,苏轼《水调歌头·黄州快哉亭赠张偓佺》,天天想你总是见不到你，却共同饮着长江之水
406,两鬓可怜青，只为相思老,5,3,晏几道《生查子·关山魂梦长》,第一句是：两鬓可怜青
407,陌上花开蝴蝶飞，江山犹是昔人非,7,3,苏轼《陌上花三首》,万一天涯游子归来见到我
408,梨花院落溶溶月，柳絮池塘淡淡风,7,3,晏殊《无题》,大江向东流去，滔滔巨浪淘尽千古英雄人物
409,脸慢笑盈盈，相看无限情,5,3,李煜《菩萨蛮·蓬莱院闭天台女》,第一句是：脸慢笑盈盈
410,一笑出门去，千里落花风,5,3,辛弃疾《水调歌头·我饮不须劝》,第一句是：一笑出门去
411,浩歌一曲酒千钟。,4,3,元好问《临江仙·自洛阳往孟津道中作》,放声高唱一曲饮尽千杯酒
412,更无柳絮因风起，惟有葵花向日倾,7,3,司马光《客中初夏》,第一句是：更无柳絮因风起
413,三万里河东入海，五千仞岳上摩天,7,3,陆游《秋夜将晓出篱门迎凉有感二首》,第一句是：三万里河东入海
414,望帝春心托杜鹃，佳人锦瑟怨华年。,8,3,元好问《论诗三十首·十二》,第一句是：望帝春心托杜鹃
415,此后锦书休寄，画楼云雨无凭,6,3,晏几道《清平乐·留人不住》,记得在瓜州渡杀金兵，雪夜里飞奔着楼船战舰
416,山重水复疑无路，柳暗花明又一村,7,3,陆游《游山西村》,我住在长江源头，君住在长江之尾
417,西北望长安，可怜无数山,5,3,辛弃疾《菩萨蛮·书江西造口壁》,第一句是：西北望长安
418,杨柳青青沟水流，莺儿调舌弄娇柔。,8,3,元好问《杨柳》,第一句是：杨柳青青沟水流
419,眼处心声句自神，暗中摸索总非真。,8,3,元好问《论诗三十首·十一》,第一句是：眼处心声句自神
420,老阮不狂谁会得，出门一笑大江横。,8,3,元好问《论诗三十首·其五》,第一句是：老阮不狂谁会得
421,金风玉露一相逢，便胜却人间无数,7,3,秦观《鹊桥仙·纤云弄巧》,第一句是：金风玉露一相逢
422,幽怀谁共语，远目送归鸿。,6,3,元好问《临江仙·自洛阳往孟津道中作》,心中的苦痛能和谁说，放眼把空中的归雁远送
423,为君持酒劝斜阳，且向花间留晚照,7,3,宋祁《玉楼春·春景》,第一句是：为君持酒劝斜阳
424,把酒祝东风，且共从容,5,3,欧阳修《浪淘沙·把酒祝东风》,正是青春年华时候，可什么人能与她一起欢度
425,离恨远萦杨柳，梦魂长绕梨花。,7,3,刘迎《乌夜啼·离恨远萦杨柳》,第一句是：离恨远萦杨柳
426,天涯地角有穷时，只有相思无尽处,7,3,晏殊《玉楼春·春恨》,第一句是：天涯地角有穷时
427,梅子金黄杏子肥，麦花雪白菜花稀,7,3,范成大《四时田园杂兴·其二十五》,第一句是：梅子金黄杏子肥
428,惆怅东栏一株雪，人生看得几清明,7,3,苏轼《东栏梨花》,第一句是：惆怅东栏一株雪
429,半亩方塘一鉴开，天光云影共徘徊,7,3,朱熹《观书有感·其一》,第一句是：半亩方塘一鉴开
430,渺万里层云，千山暮雪，只影向谁去？,8,3,元好问《摸鱼儿·雁丘词》,第一句是：渺万里层云
431,僵卧孤村不自哀，尚思为国戍轮台,7,3,陆游《十一月四日风雨大作二首》,第一句是：僵卧孤村不自哀
432,了却君王天下事，赢得生前身后名,7,3,辛弃疾《破阵子·为陈同甫赋壮词以寄之》,清朗的夜晚，处处皆无尘埃
433,塞上秋风鼓角，城头落日旌旗。,7,3,元好问《江月晃重山·初到嵩山时作》,第一句是：塞上秋风鼓角
434,高情千古闲居赋，争信安仁拜路尘！,8,3,元好问《论诗三十首·其六》,第一句是：高情千古闲居赋
435,沈宋横驰翰墨场，风流初不废齐梁。,8,3,元好问《论诗三十首·其八》,第一句是：沈宋横驰翰墨场
436,朱弦一拂遗音在，却是当年寂寞心。,8,3,元好问《论诗三十首·二十》,第一句是：朱弦一拂遗音在
437,物是人非事事休，欲语泪先流,6,3,李清照《武陵春·春晚》,东风吹开了元宵夜的火树银花，就像千树花开
438,年年陌上生秋草，日日楼中到夕阳,7,3,晏几道《鹧鸪天·醉拍春衫惜旧香》,第一句是：年年陌上生秋草
439,相逢一醉是前缘，风雨散、飘然何处,8,3,苏轼《鹊桥仙·七夕送陈令举》,第一句是：相逢一醉是前缘
440,子规夜半犹啼血，不信东风唤不回,7,3,王令《送春》,春天还没有过去，微风细细，柳枝斜斜起舞
441,无奈夜长人不寐，数声和月到帘栊,7,3,李煜《捣练子令·深院静》,第一句是：无奈夜长人不寐
442,当时明月在，曾照彩云归,5,3,晏几道《临江仙·梦后楼台高锁》,第一句是：当时明月在
443,一重山，两重山,3,3,李煜《长相思·一重山》,一重又一重，重重叠叠的山啊。
444,半盏屠苏犹未举，灯前小草写桃符,7,3,陆游《除夜雪》,第一句是：半盏屠苏犹未举
445,山外青山楼外楼，西湖歌舞几时休？,8,3,林升《题临安邸》,知道吗？这个时节应该绿叶繁茂，红花凋零了
446,恰如灯下，故人万里，归来对影,7,3,黄庭坚《品令·茶词》,第一句是：恰如灯下
447,素衣莫起风尘叹，犹及清明可到家,7,3,陆游《临安春雨初霁》,“愁”是离别之人的心上加个秋
448,明月几时有？把酒问青天,5,3,苏轼《水调歌头·明月几时有》,第一句是：明月几时有？把酒问青天
449,今古北邙山下路，黄尘老尽英雄。,7,3,元好问《临江仙·自洛阳往孟津道中作》,第一句是：今古北邙山下路
450,我见青山多妩媚，料青山见我应如是,8,3,辛弃疾《贺新郎·甚矣吾衰矣》,我看那青山潇洒多姿，想必青山看我也是一样
451,书当快意读易尽，客有可人期不来,7,3,陈师道《绝句·书当快意读易尽》,第一句是：书当快意读易尽
452,此心安处是吾乡,3,3,苏轼《定风波·南海归赠王定国侍人寓娘》,与佳人相约在黄昏之后、月上柳梢头之时
453,花气袭人知骤暖，鹊声穿树喜新晴,7,3,陆游《村居书喜》,你把以前对我的那一腔心意，重新送给他人吧
454,人生到处知何似，应似飞鸿踏雪泥,7,3,苏轼《和子由渑池怀旧》,人的一生到处奔走像飞鸿踏在雪地
455,三分春色二分愁，更一分风雨,6,3,叶清臣《贺圣朝·留别》,一朵荷花，虽然开过了，但是仍然美丽、清净
456,西楼暮，一帘疏雨，梦里寻春去。,7,3,元好问《点绛唇·长安中作》,第一句是：西楼暮
457,当年不肯嫁春风，无端却被秋风误,7,3,贺铸《踏莎行·杨柳回塘》,第一句是：当年不肯嫁春风
458,壮心未与年俱老，死去犹能作鬼雄,7,3,陆游《书愤二首》,第一句是：壮心未与年俱老
459,早岁那知世事艰，中原北望气如山,7,3,陆游《书愤》,第一句是：早岁那知世事艰
460,剪不断，理还乱，是离愁,5,3,李煜《相见欢·无言独上西楼》,第一句是：剪不断
461,唯有南风旧相识，偷开门户又翻书,7,3,刘攽《新晴·其一》,第一句是：唯有南风旧相识
462,君王城上竖降旗，妾在深宫那得知？,8,3,花蕊夫人《述国亡诗》,第一句是：君王城上竖降旗
463,梧桐半死清霜后，头白鸳鸯失伴飞,7,3,贺铸《鹧鸪天·重过阊门万事非》,第一句是：梧桐半死清霜后
