id,wenzitext,errortext,clicktimes,tips1,tips2
262,画楼春早，一树桃花笑,5,3,凌廷堪《点绛唇·春眺》,第一句：画楼春早
263,不蹶于山，而蹶于垤，则细微宜防也,8,3,冷眼看世，热血酬友,第一句：不蹶于山
264,说相思，问相思，枫落吴江雁去迟,8,3,吴锡麒《长相思·以书寄西泠诸友即题其后》,第一句：说相思
265,穿天透地不辞劳，到底方知出处高,8,3,冯云山《咏瀑布》,第一句：穿天透地不辞劳
266,晓风不散愁千点，宿雨还添泪一痕,8,3,曹雪芹《咏白海棠》,第一句：晓风不散愁千点
267,荷叶五寸荷花娇，贴波不碍画船摇,8,3,石涛《荷花》,第一句：荷叶五寸荷花娇
268,色香空尽转生香，明月小银塘,7,3,纳兰性德《一丛花·咏并蒂莲》,第一句：色香空尽转生香
269,旧巢共是衔泥燕，飞上枝头变凤凰,8,3,吴伟业《圆圆曲》,第一句：旧巢共是衔泥燕
270,可怜绣户侯门女，独卧青灯古佛旁,8,3,冷眼看世，热血酬友,第一句：可怜绣户侯门女
271,见面怜清瘦，呼儿问苦辛,6,3,蒋士铨《岁暮到家》,第一句：见面怜清瘦
272,贫贱非辱，贫贱而谄求于人者为辱,7,3,冷眼看世，热血酬友,第一句：贫贱非辱
273,人皆欲会说话，苏秦乃因会说而杀身,8,3,冷眼看世，热血酬友,第一句：人皆欲会说话
274,德也狂生耳,3,3,纳兰性德《金缕曲·赠梁汾》,第一句：德也狂生耳
275,无言暗将红泪弹阑珊，香销轻梦还,8,3,纳兰性德《河传·春浅》,第一句：无言暗将红泪弹阑珊
276,大雪满天地，胡为仗剑游？,6,3,郑板桥《题游侠图》,第一句：大雪满天地
277,可有梅花寄一枝？雪来翠羽飞,7,3,吴锡麒《长相思·以书寄西泠诸友即题其后》,第一句：可有梅花寄一枝？
278,草春荣而冬枯，至于极枯，则又生矣,8,3,冷眼看世，热血酬友,第一句：草春荣而冬枯
279,人间更有风涛险，翻说黄河是畏途,8,3,宋琬《渡黄河》,第一句：人间更有风涛险
280,才大者，望自大人所服，非言大,8,3,冷眼看世，热血酬友,第一句：才大者
281,千里搭长棚，没有不散的筵席,7,3,不管搭多长的棚子，筵席总会有结束的时候,第一句：千里搭长棚
282,知道自家是何等身份，则不敢虚骄矣,8,3,冷眼看世，热血酬友,第一句：知道自家是何等身份
283,都道是金玉良姻，俺只念木石前盟,8,3,曹雪芹《终身误》,第一句：都道是金玉良姻
284,冠必正，纽必结袜与履，俱紧切,8,3,冷眼看世，热血酬友,第一句：冠必正
285,夜雨做成秋，恰上心头,5,3,纳兰性德《浪淘沙·夜雨做成秋》,第一句：夜雨做成秋
286,深山夕照深秋雨,4,3,纳兰性德《蝶恋花·出塞》,第一句：深山夕照深秋雨
287,文以少而盛，以多而衰,5,3,文章因为少而繁荣，因为多而衰落,第一句：文以少而盛
288,空对着，山中高士晶莹雪；,6,3,曹雪芹《终身误》,第一句：空对着
289,萧萧落木不胜秋，莫回首、斜阳下,8,3,纳兰性德《一络索·过尽遥山如画》,第一句：萧萧落木不胜秋
290,漫惹炉烟双袖紫，空将酒晕一衫青,8,3,纳兰性德《浣溪沙·伏雨朝寒愁不胜》,第一句：漫惹炉烟双袖紫
291,读书法，有三到心眼口，信皆要,8,3,冷眼看世，热血酬友,第一句：读书法
292,望门投止思张俭，忍死须臾待杜根,8,3,谭嗣同《狱中题壁》,第一句：望门投止思张俭
293,蜀之鄙有二僧：其一贫，其一富,7,3,彭端淑《为学一首示子侄》,第一句：蜀之鄙有二僧：其一贫
294,田田初出水，菡萏念娇蕊,6,3,龚翔麟《菩萨蛮·题画》,第一句：田田初出水
295,秋风宝剑孤臣泪，落日旌旗大将坛,8,3,李鸿章《临终诗》,第一句：秋风宝剑孤臣泪
296,一年三百六十日，风刀霜剑严相逼,8,3,曹雪芹《葬花吟》,第一句：一年三百六十日
297,人有短，切莫揭人有私，切莫说,8,3,冷眼看世，热血酬友,第一句：人有短
298,寒月悲笳，万里西风瀚海沙,6,3,纳兰性德《采桑子·塞上咏雪花》,第一句：寒月悲笳
299,避席畏闻文字狱，著书都为稻粱谋,8,3,龚自珍《咏史》,第一句：避席畏闻文字狱
300,但信己，不信人，此取败之由也,7,3,冷眼看世，热血酬友,第一句：但信己
301,春风豆蔻知多少，并作秋江一段愁,8,3,冷眼看世，热血酬友,第一句：春风豆蔻知多少
302,同是人，类不齐，流俗众，仁者希,8,3,同样是人，善恶邪正，心智高低却是良莠不齐,第一句：同是人
303,浓似春云淡似烟，参差绿到大江边,8,3,纪昀《富春至严陵山水甚佳》,第一句：浓似春云淡似烟
304,人之足传，在有德，不在有位,6,3,冷眼看世，热血酬友,第一句：人之足传
305,马后桃花马前雪，出关争得不回头？,8,3,徐兰《出关》,第一句：马后桃花马前雪
306,屏山遮断相思路，子规啼到无声处,8,3,高鹗《青玉案·丝丝香篆浓于雾》,第一句：屏山遮断相思路
307,遇酒须倾，莫问千秋万岁名,6,3,纳兰性德《采桑子·那能寂寞芳菲节》,第一句：遇酒须倾
308,道人善，即是善人知之，愈思勉,8,3,冷眼看世，热血酬友,第一句：道人善
309,桃未芳菲杏未红，冲寒先喜笑东风,8,3,曹雪芹《咏红梅花得“红”字》,第一句：桃未芳菲杏未红
310,愿借天风吹得远，家家门巷尽成春,8,3,李方膺《题画梅》,第一句：愿借天风吹得远
311,布谷飞飞劝早耕，舂锄扑扑趁春晴,8,3,姚鼐《山行·布谷飞飞劝早耕》,第一句：布谷飞飞劝早耕
312,苍山负雪，明烛天南,5,3,姚鼐《登泰山记》,第一句：苍山负雪
313,意欲捕鸣蝉，忽然闭口立,6,3,袁枚《所见》,第一句：意欲捕鸣蝉
314,殚竭心力终为子，可怜天下父母心！,8,3,慈禧《祝母寿诗》,第一句：殚竭心力终为子
315,一月可曾闲几日，百年难得闰中秋,8,3,慧霖《闰中秋玩月》,第一句：一月可曾闲几日
316,入世冷挑红雪去，离尘香割紫云来,8,3,曹雪芹《访妙玉乞红梅》,第一句：入世冷挑红雪去
317,昏鸦尽，小立恨因谁？,5,3,纳兰性德《梦江南·昏鸦尽》,第一句：昏鸦尽
318,终古高云簇此城，秋风吹散马蹄声,8,3,谭嗣同《潼关》,第一句：终古高云簇此城
319,满眼生机转化钧，天工人巧日争新,8,3,赵翼《论诗五首》,第一句：满眼生机转化钧
320,秋雨，秋雨，一半因风吹去,6,3,纳兰性德《如梦令·黄叶青苔归路》,窗外的秋雨啊，一半已经被风吹去
